Chromosome,Start,Stop,MurphyTiger,MurphyLion,MT1,ML2,ML1,FT3,FT2,FT1,SunDol
chrB3,22700000,22800000,0.00062,0.0065,0.00116,0.00633,0.00663,0.00173,0.002,0.00176,0.00663
chrB3,22800000,22900000,0.00022,0.00494,0.00028,0.00495,0.0051600000000000005,0.0010199999999999999,0.00175,0.00151,0.00515
chrB3,22900000,23000000,0.0,0.00398,0.00023999999999999998,0.0037600000000000003,0.00386,0.00063,0.00056,0.0005099999999999999,0.00386
chrB3,23000000,23100000,0.0,0.00475,0.00093,0.00458,0.00485,0.00085,0.00131,0.00126,0.00485
chrB3,23100000,23200000,2e-05,0.0042899999999999995,0.00037999999999999997,0.00415,0.00442,0.00093,0.00117,0.00098,0.00442
chrB3,23200000,23300000,4e-05,0.00599,1e-05,0.00591,0.00632,0.00146,0.00119,0.00095,0.0063100000000000005
chrB3,23300000,23400000,0.0,0.00595,5e-05,0.00569,0.00611,0.00145,0.0010400000000000001,0.0007599999999999999,0.00609
chrB3,23400000,23500000,4e-05,0.0049299999999999995,5.9999999999999995e-05,0.00483,0.00511,0.0018100000000000002,0.0013599999999999999,0.0012,0.00513
chrB3,23500000,23600000,5.9999999999999995e-05,0.00462,1e-05,0.004529999999999999,0.00469,0.00132,0.0015400000000000001,0.00105,0.00469
chrB3,23600000,23700000,1e-05,0.00543,1e-05,0.00561,0.00575,0.00118,0.0005099999999999999,0.0005099999999999999,0.00575
chrB3,23700000,23800000,5e-05,0.00625,2e-05,0.00599,0.0063100000000000005,0.00067,0.00037,0.00033,0.00633
chrB3,23800000,23900000,0.00014,0.005370000000000001,2e-05,0.00521,0.00539,0.00033999999999999997,0.00043,0.00033999999999999997,0.005379999999999999
chrB3,23900000,24000000,0.00032,0.0034799999999999996,0.00015,0.00282,0.00344,0.00045,0.00053,0.0005099999999999999,0.00343
chrB3,24000000,24100000,0.00035,0.00443,0.0,0.00421,0.00451,0.0007700000000000001,0.00059,0.00054,0.00451
chrB3,24100000,24200000,0.00062,0.00674,5e-05,0.00677,0.00695,0.00159,0.00105,0.0009699999999999999,0.00695
chrB3,24200000,24300000,4e-05,0.00374,0.00056,0.0037799999999999995,0.0038,0.00109,0.0006,0.00047999999999999996,0.00379
chrB3,24300000,24400000,2.9999999999999997e-05,0.00439,0.0009199999999999999,0.0043,0.0044,0.0017699999999999999,0.0007599999999999999,0.0008699999999999999,0.00441
chrB3,24400000,24500000,5e-05,0.00318,0.00079,0.00296,0.00329,0.00123,0.00039,0.00042,0.00331
chrB3,24500000,24600000,5e-05,0.00524,0.00103,0.00527,0.005379999999999999,0.0022,8e-05,5e-05,0.005379999999999999
chrB3,24600000,24700000,1e-05,0.0074,0.00045999999999999996,0.007259999999999999,0.00748,0.00124,8e-05,8e-05,0.00748
chrB3,24700000,24800000,4e-05,0.00644,0.00027,0.00674,0.006809999999999999,0.00144,0.00018,0.00013000000000000002,0.006840000000000001
chrB3,24800000,24900000,5e-05,0.0052,0.00027,0.00532,0.0054399999999999995,0.00088,0.00016,7e-05,0.00542
chrB3,24900000,25000000,2.9999999999999997e-05,0.00492,0.00021,0.00492,0.00492,0.00044,5.9999999999999995e-05,9e-05,0.00491
chrB3,25000000,25100000,2.9999999999999997e-05,0.00472,0.00084,0.00449,0.00472,0.00173,0.00014,9e-05,0.00472
chrB3,25100000,25200000,0.00018,0.0047799999999999995,0.0009400000000000001,0.00457,0.00484,0.00135,0.00037999999999999997,0.00032,0.00485
chrB3,25200000,25300000,0.00045999999999999996,0.0059,0.00146,0.006,0.00611,0.00093,0.0010199999999999999,0.00103,0.0061
chrB3,25300000,25400000,0.00055,0.00569,0.00075,0.005529999999999999,0.0057399999999999994,0.00144,0.00146,0.00125,0.00576
chrB3,25400000,25500000,0.0004,0.0051600000000000005,0.00028,0.00517,0.00526,0.00075,0.0006900000000000001,0.00063,0.00526
chrB3,25500000,25600000,0.0007099999999999999,0.0059,0.0006900000000000001,0.0059,0.00601,0.0007599999999999999,0.0015300000000000001,0.00116,0.00599
chrB3,25600000,25700000,0.00039,0.00469,2.9999999999999997e-05,0.00486,0.00483,0.00065,0.00116,0.0009400000000000001,0.0048200000000000005
chrB3,25700000,25800000,0.00035,0.00417,1e-05,0.004220000000000001,0.00432,0.00037,0.0011,0.0011,0.0043
chrB3,25800000,25900000,0.00018,0.0037600000000000003,4e-05,0.00386,0.00403,0.00081,0.00137,0.0012,0.00402
chrB3,25900000,26000000,0.00042,0.00435,0.00011,0.0041600000000000005,0.00434,0.00081,0.0006900000000000001,0.00062,0.00435
chrB3,26000000,26100000,0.00026000000000000003,0.00606,0.0004,0.0060799999999999995,0.0061600000000000005,0.00018,0.00035,0.00035,0.0061600000000000005
chrB3,26100000,26200000,9e-05,0.00496,0.00013000000000000002,0.00484,0.005,0.00137,0.00091,0.00082,0.005
chrB3,26200000,26300000,2e-05,0.00458,0.00015,0.0047,0.00466,0.00082,0.0007,0.0005200000000000001,0.00464
chrB3,26300000,26400000,0.00033999999999999997,0.00514,2.9999999999999997e-05,0.00509,0.00532,0.00098,0.00075,0.00067,0.00532
chrB3,26400000,26500000,0.00029,0.0044,1e-05,0.00435,0.00447,0.00056,0.0006,0.00055,0.00447
chrB3,26500000,26600000,0.00025,0.00511,2e-05,0.005220000000000001,0.0053,0.0009199999999999999,0.00109,0.0009400000000000001,0.0053
chrB3,26600000,26700000,0.0002,0.004370000000000001,2e-05,0.004220000000000001,0.00448,0.00121,0.00114,0.00106,0.00448
chrB3,26700000,26800000,5e-05,0.00603,1e-05,0.00572,0.00585,0.00045999999999999996,0.00162,0.00116,0.00584
chrB3,26800000,26900000,0.00011,0.005520000000000001,1e-05,0.00525,0.00558,0.00044,0.00143,0.00122,0.00557
chrB3,26900000,27000000,0.0003,0.007390000000000001,0.0,0.0070799999999999995,0.00771,0.0008,0.00061,0.0006,0.007679999999999999
chrB3,27000000,27100000,0.00065,0.00705,2e-05,0.0071200000000000005,0.007359999999999999,0.0012699999999999999,0.0012699999999999999,0.0009599999999999999,0.007359999999999999
chrB3,27100000,27200000,0.0005,0.00645,0.00053,0.006409999999999999,0.00648,0.00103,0.00126,0.0009,0.00646
chrB3,27200000,27300000,5e-05,0.00513,0.00035,0.00512,0.00524,0.0001,0.00011999999999999999,0.0001,0.00524
chrB3,27300000,27400000,2e-05,0.00485,0.00031,0.00486,0.00479,1e-05,4e-05,5.9999999999999995e-05,0.00479
chrB3,27400000,27500000,1e-05,0.00502,0.0004,0.00489,0.00511,9e-05,0.00057,0.0005200000000000001,0.00509
chrB3,27500000,27600000,0.00022999999999999998,0.00447,0.00058,0.0043,0.00451,0.00033,0.00115,0.00121,0.00451
chrB3,27600000,27700000,0.00011,0.00445,0.00162,0.00472,0.00466,0.0010199999999999999,0.00125,0.00131,0.00464
chrB3,27700000,27800000,7e-05,0.00398,0.001,0.00389,0.0040100000000000005,0.0013599999999999999,0.0013,0.00118,0.004
chrB3,27800000,27900000,2e-05,0.00418,0.0012699999999999999,0.00432,0.00436,0.00134,0.0009400000000000001,0.0009400000000000001,0.00436
chrB3,27900000,28000000,7e-05,0.00364,0.0007700000000000001,0.00345,0.0035600000000000002,0.0008699999999999999,0.0006,0.00062,0.00355
chrB3,28000000,28100000,1e-05,0.00373,0.00045999999999999996,0.00361,0.0037700000000000003,0.00075,0.00045,0.00043,0.0037600000000000003
chrB3,28100000,28200000,2.9999999999999997e-05,0.0038200000000000005,0.00054,0.00386,0.00387,0.00058,0.00061,0.0005,0.00387
chrB3,28200000,28300000,2e-05,0.00451,0.00036,0.0044,0.00462,0.0006900000000000001,0.0006799999999999999,0.00058,0.00462
chrB3,28300000,28400000,8e-05,0.00511,0.00045,0.00513,0.00543,0.001,0.00058,0.00054,0.0054399999999999995
chrB3,28400000,28500000,9e-05,0.00462,0.00055,0.00471,0.0048200000000000005,0.0009599999999999999,0.0007599999999999999,0.00062,0.0048
chrB3,28500000,28600000,,,,,,,,,
chrB3,28600000,28700000,0.0001,,0.0006799999999999999,,,0.0009199999999999999,0.00079,0.0006900000000000001,
chrB3,28700000,28800000,2.9999999999999997e-05,0.00336,0.00036,0.00349,0.00381,0.00057,0.00063,0.00045999999999999996,0.00385
chrB3,28800000,28900000,2e-05,0.00454,0.00043,0.00458,0.0046,0.00054,0.00044,0.0005099999999999999,0.0046
chrB3,28900000,29000000,0.00026000000000000003,0.00468,0.0007700000000000001,0.00466,0.00486,0.0007700000000000001,0.00084,0.00079,0.00485
chrB3,29000000,29100000,0.00023999999999999998,0.00395,0.00022999999999999998,0.00395,0.00403,0.00045,0.00043,0.00037999999999999997,0.00402
chrB3,29100000,29200000,0.00033,0.0037600000000000003,0.00032,0.00366,0.00372,0.00018999999999999998,0.00037,0.00035,0.00372
chrB3,29200000,29300000,0.00023999999999999998,0.00563,0.00018,0.00545,0.00563,0.00022999999999999998,0.0004,0.00026000000000000003,0.00562
chrB3,29300000,29400000,0.0001,0.00409,0.00016,0.0040100000000000005,0.004079999999999999,0.0002,0.00045,0.00045,0.00406
chrB3,29400000,29500000,0.00016,0.004379999999999999,0.00011,0.00441,0.004529999999999999,0.00025,0.00027,0.00022,0.004529999999999999
chrB3,29500000,29600000,0.00023999999999999998,0.00443,0.00014,0.00404,0.00435,0.00028,0.00025,0.0002,0.00434
chrB3,29600000,29700000,0.00018999999999999998,0.00436,0.0002,0.004379999999999999,0.0044,0.00022,0.00045999999999999996,0.00044,0.0044
chrB3,29700000,29800000,0.00018999999999999998,0.0045899999999999995,0.00029,0.004520000000000001,0.00485,0.00037999999999999997,0.00058,0.00062,0.00486
chrB3,29800000,29900000,0.00025,0.0037600000000000003,0.00029,0.0036899999999999997,0.00365,0.00041,0.0005099999999999999,0.0005,0.00365
chrB3,29900000,30000000,0.0005,0.00541,0.0005099999999999999,0.00541,0.00551,0.00064,0.00054,0.00049,0.00551
chrB3,30000000,30100000,0.00057,0.00428,0.00054,0.00424,0.004379999999999999,0.0012,0.00132,0.00108,0.004370000000000001
chrB3,30100000,30200000,0.00023999999999999998,0.00468,0.0,0.00457,0.00483,0.00031,0.00031,0.00031,0.0048200000000000005
chrB3,30200000,30300000,0.00039,0.0042899999999999995,1e-05,0.00404,0.00436,7e-05,0.0001,8e-05,0.00436
chrB3,30300000,30400000,0.00035,0.00449,2.9999999999999997e-05,0.00441,0.0044399999999999995,0.00016,0.00013000000000000002,0.00011999999999999999,0.00445
chrB3,30400000,30500000,0.00045999999999999996,0.00656,0.00078,0.006690000000000001,0.00677,0.0007099999999999999,0.00062,0.00066,0.00677
chrB3,30500000,30600000,0.00054,0.00562,0.0011099999999999999,0.00565,0.00565,0.00106,0.00047999999999999996,0.00044,0.00565
chrB3,30600000,30700000,0.00059,0.0076,0.0015,0.00773,0.0076,0.0014,0.00042,0.00036,0.00758
chrB3,30700000,30800000,0.0008,0.00704,0.00091,0.00702,0.006940000000000001,0.00118,0.00032,0.00028,0.006940000000000001
chrB3,30800000,30900000,0.00035,0.0057399999999999994,0.00066,0.00573,0.00563,0.0007700000000000001,0.00084,0.0007700000000000001,0.00563
chrB3,30900000,31000000,0.0006900000000000001,0.00462,0.0010199999999999999,0.00461,0.00458,0.00132,0.0017100000000000001,0.0013800000000000002,0.00458
chrB3,31000000,31100000,0.00045,0.00513,0.0007099999999999999,0.0049700000000000005,0.00518,0.0006799999999999999,0.0007099999999999999,0.00061,0.00517
chrB3,31100000,31200000,0.00045,0.00635,0.00079,0.00613,0.006509999999999999,0.00074,0.00026000000000000003,0.00022999999999999998,0.0065
chrB3,31200000,31300000,0.00032,0.006229999999999999,0.00125,0.00639,0.00646,0.0009400000000000001,4e-05,1e-05,0.00646
chrB3,31300000,31400000,0.00066,0.00686,0.00125,0.006659999999999999,0.00688,0.00124,1e-05,1e-05,0.00688
chrB3,31400000,31500000,0.00054,0.0067,0.00117,0.00635,0.00657,0.0012699999999999999,5e-05,4e-05,0.00658
chrB3,31500000,31600000,0.00098,0.0056700000000000006,0.0007700000000000001,0.0055899999999999995,0.00558,0.00175,2.9999999999999997e-05,2.9999999999999997e-05,0.0055899999999999995
chrB3,31600000,31700000,0.00073,0.00747,0.00101,0.007670000000000001,0.0076,0.0016699999999999998,1e-05,5e-05,0.0076
chrB3,31700000,31800000,0.00072,0.00695,0.00145,0.006809999999999999,0.00688,0.00041,1e-05,0.0,0.00689
chrB3,31800000,31900000,0.00063,0.00796,0.00137,0.00818,0.00788,0.0009400000000000001,0.00088,0.00058,0.007859999999999999
chrB3,31900000,32000000,0.00082,0.00784,0.00095,0.00805,0.00793,0.00156,0.00047000000000000004,0.00045,0.00793
chrB3,32000000,32100000,0.00082,0.00743,0.00086,0.0075,0.00746,0.00158,0.0005200000000000001,0.00039,0.0074
chrB3,32100000,32200000,0.0008300000000000001,0.00966,0.0018800000000000002,0.00983,0.00971,0.00124,0.0007,0.00054,0.00971
chrB3,32200000,32300000,0.00045,0.008740000000000001,0.003,0.008620000000000001,0.00857,0.00307,0.0003,0.00029,0.00856
chrB3,32300000,32400000,0.00033,0.007390000000000001,0.0010199999999999999,0.007520000000000001,0.00735,0.0015400000000000001,4e-05,1e-05,0.00735
chrB3,32400000,32500000,8e-05,0.00409,0.00016,0.00396,0.0039700000000000004,0.0010199999999999999,0.00054,0.0005,0.00398
chrB3,32500000,32600000,0.00057,0.007679999999999999,0.00042,0.00747,0.007670000000000001,0.00047000000000000004,0.00067,0.00064,0.007670000000000001
chrB3,32600000,32700000,0.00054,0.0074,0.00065,0.00735,0.00744,0.00084,0.0005200000000000001,0.0005,0.00744
chrB3,32700000,32800000,0.00053,0.007409999999999999,0.0012,0.00733,0.00732,0.00119,0.00095,0.00078,0.00732
chrB3,32800000,32900000,0.00064,0.0062,0.00118,0.0056700000000000006,0.00606,0.00144,0.00079,0.00062,0.0060799999999999995
chrB3,32900000,33000000,0.0004,0.006840000000000001,0.0010199999999999999,0.00662,0.00685,0.0008300000000000001,0.00042,0.00028,0.00683
chrB3,33000000,33100000,0.00045999999999999996,0.0074,0.00144,0.0073,0.0075,0.0017100000000000001,0.0013599999999999999,0.00116,0.007509999999999999
chrB3,33100000,33200000,0.0007700000000000001,0.008790000000000001,0.00125,0.00856,0.0085,0.00125,0.00072,0.00064,0.008490000000000001
chrB3,33200000,33300000,0.0007700000000000001,0.00629,0.00227,0.00621,0.00633,0.00112,0.00098,0.0008300000000000001,0.00635
chrB3,33300000,33400000,0.00028,0.0042899999999999995,0.00079,0.004079999999999999,0.00421,0.00063,0.00036,0.00028,0.00417
chrB3,33400000,33500000,0.0004,0.00617,0.00081,0.00611,0.00677,0.00064,0.0008900000000000001,0.0009400000000000001,0.00674
chrB3,33500000,33600000,0.00061,0.007240000000000001,0.00119,0.00734,0.007370000000000001,0.00118,0.00168,0.00139,0.007370000000000001
chrB3,33600000,33700000,0.00041,0.0069099999999999995,0.00159,0.00695,0.0069299999999999995,0.00103,0.00121,0.00108,0.0069299999999999995
chrB3,33700000,33800000,0.00021,0.0043,0.00062,0.0043100000000000005,0.00451,0.00057,0.00043,0.00042,0.004520000000000001
chrB3,33800000,33900000,0.00011999999999999999,0.0042899999999999995,0.00045999999999999996,0.0042,0.004220000000000001,0.0005200000000000001,0.00035,0.00031,0.004220000000000001
chrB3,33900000,34000000,0.00013000000000000002,0.00411,0.00043,0.004079999999999999,0.00419,0.0005099999999999999,0.00018999999999999998,0.00014,0.00419
chrB3,34000000,34100000,0.0007700000000000001,0.008440000000000001,0.00134,0.008329999999999999,0.008459999999999999,0.0011300000000000001,0.00055,0.00053,0.008459999999999999
chrB3,34100000,34200000,0.00042,0.00892,0.0018,0.00897,0.00924,0.00236,0.00134,0.00134,0.00923
chrB3,34200000,34300000,0.00013000000000000002,0.00919,0.00185,0.00928,0.0094,0.00124,0.00217,0.0018899999999999998,0.0094
chrB3,34300000,34400000,0.00049,0.007890000000000001,0.00114,0.00795,0.007679999999999999,0.0009599999999999999,0.00124,0.001,0.007690000000000001
chrB3,34400000,34500000,0.00093,0.00762,0.0015400000000000001,0.00765,0.007909999999999999,0.00124,0.00156,0.00125,0.0079
chrB3,34500000,34600000,0.0006799999999999999,0.00875,0.00122,0.00898,0.0088,0.00118,0.00116,0.0011099999999999999,0.0088
chrB3,34600000,34700000,0.00066,0.00834,0.00047000000000000004,0.008320000000000001,0.008459999999999999,0.001,0.00061,0.00056,0.00845
chrB3,34700000,34800000,0.00015,0.00807,0.00045999999999999996,0.007809999999999999,0.00875,0.00137,0.0010199999999999999,0.0008699999999999999,0.00873
chrB3,34800000,34900000,0.00061,0.00926,0.00186,0.00939,0.009340000000000001,0.00117,0.00117,0.001,0.009340000000000001
chrB3,34900000,35000000,0.00064,0.00877,0.0014199999999999998,0.00835,0.008870000000000001,0.0012900000000000001,0.00091,0.00075,0.00889
chrB3,35000000,35100000,0.00064,0.010159999999999999,0.0018899999999999998,0.01015,0.00982,0.0016699999999999998,0.00066,0.00056,0.009770000000000001
chrB3,35100000,35200000,0.0012,0.0119,0.00161,0.0121,0.01163,0.0017100000000000001,0.00201,0.0016899999999999999,0.0116
chrB3,35200000,35300000,0.00114,0.0115,0.0024100000000000002,0.011590000000000001,0.010790000000000001,0.00251,0.00182,0.00175,0.010790000000000001
chrB3,35300000,35400000,0.00086,0.013130000000000001,0.00133,0.01294,0.01269,0.0017,0.00214,0.00185,0.01268
chrB3,35400000,35500000,0.00133,0.01112,0.00259,0.01157,0.01057,0.00212,0.00274,0.00234,0.01054
chrB3,35500000,35600000,0.00086,0.011890000000000001,0.00203,0.01168,0.011059999999999999,0.0023,0.00259,0.00193,0.01103
chrB3,35600000,35700000,0.0007099999999999999,0.01201,0.0015300000000000001,0.01187,0.01183,0.00134,0.0016699999999999998,0.00162,0.01178
chrB3,35700000,35800000,0.0014199999999999998,0.01143,0.00172,0.011770000000000001,0.01112,0.00148,0.00246,0.00207,0.011179999999999999
chrB3,35800000,35900000,0.0007099999999999999,0.0098,0.00228,0.00953,0.009859999999999999,0.0018899999999999998,0.00199,0.00155,0.00984
chrB3,35900000,36000000,0.0014,0.01027,0.00205,0.01024,0.01059,0.00036,0.00251,0.0021100000000000003,0.01051
chrB3,36000000,36100000,0.00105,0.00825,0.0017100000000000001,0.008320000000000001,0.008190000000000001,0.0027,0.0021899999999999997,0.0017699999999999999,0.00823
chrB3,36100000,36200000,0.00164,0.01037,0.00216,0.01038,0.009909999999999999,0.0015,0.0032,0.0025399999999999997,0.00992
chrB3,36200000,36300000,0.00021,0.00823,0.0008699999999999999,0.00817,0.00826,0.0008900000000000001,0.00037999999999999997,0.00033999999999999997,0.00829
chrB3,36300000,36400000,0.00021,0.00965,0.00187,0.00957,0.009729999999999999,0.00168,0.00121,0.00099,0.00971
chrB3,36400000,36500000,0.00043,0.01031,0.0016699999999999998,0.010409999999999999,0.01037,0.00195,0.0013,0.0012900000000000001,0.01028
chrB3,36500000,36600000,0.00053,0.0075,0.00307,0.00703,0.00772,0.00088,0.00066,0.00056,0.00774
chrB3,36600000,36700000,0.0007700000000000001,0.00811,0.00141,0.00806,0.00804,0.00137,0.00085,0.00075,0.008029999999999999
chrB3,36700000,36800000,0.00061,0.00938,0.0011,0.00965,0.00944,0.00117,0.00132,0.0011099999999999999,0.00942
chrB3,36800000,36900000,0.0009599999999999999,0.00992,0.00212,0.01023,0.00982,0.00217,0.00213,0.00186,0.00981
chrB3,36900000,37000000,0.0011,0.011609999999999999,0.0015300000000000001,0.01143,0.011559999999999999,0.00209,0.00231,0.00195,0.01155
chrB3,37000000,37100000,0.0007,0.008759999999999999,0.0013,0.00884,0.00875,0.00132,0.00156,0.0013599999999999999,0.00873
chrB3,37100000,37200000,0.00081,0.00838,0.00147,0.00836,0.0082,0.001,0.00147,0.00116,0.00818
chrB3,37200000,37300000,0.00044,0.00561,0.00075,0.00562,0.0057,0.00047000000000000004,0.00093,0.00078,0.00566
chrB3,37300000,37400000,0.00037999999999999997,0.00643,0.0008699999999999999,0.00634,0.006529999999999999,0.00079,0.0009400000000000001,0.00079,0.006520000000000001
chrB3,37400000,37500000,0.00103,0.00893,0.00064,0.00884,0.00884,0.00143,0.00206,0.0017399999999999998,0.008879999999999999
chrB3,37500000,37600000,0.00065,0.0064,0.00086,0.0063,0.00628,0.00132,0.00086,0.00078,0.00626
chrB3,37600000,37700000,0.0006799999999999999,0.006379999999999999,0.00045,0.00656,0.0066099999999999996,0.0004,0.001,0.0008,0.00662
chrB3,37700000,37800000,0.00103,0.006999999999999999,0.00151,0.00687,0.006940000000000001,2e-05,0.00121,0.00088,0.00692
chrB3,37800000,37900000,0.00032,0.00558,0.00042,0.00614,0.006,0.00023999999999999998,0.00061,0.00053,0.00592
chrB3,37900000,38000000,0.00036,0.0070799999999999995,0.00086,0.00689,0.00734,0.0007700000000000001,0.00075,0.00066,0.007370000000000001
chrB3,38000000,38100000,0.00045,0.00945,0.00107,0.0098,0.00979,0.0019199999999999998,0.00115,0.001,0.00978
chrB3,38100000,38200000,0.00079,0.00892,0.00173,0.0091,0.00886,0.00148,0.00157,0.0013,0.00892
chrB3,38200000,38300000,0.0007,0.008440000000000001,0.00124,0.008459999999999999,0.0082,0.0011300000000000001,0.00126,0.00091,0.00823
chrB3,38300000,38400000,0.00105,0.009590000000000001,0.00228,0.00946,0.00944,0.0018100000000000002,0.00197,0.0017800000000000001,0.00948
chrB3,38400000,38500000,0.0009400000000000001,0.00823,0.00205,0.00831,0.00822,0.00165,0.00212,0.00182,0.008190000000000001
chrB3,38500000,38600000,0.0007099999999999999,0.007670000000000001,0.0015199999999999999,0.00774,0.00748,0.00128,0.0014,0.001,0.00748
chrB3,38600000,38700000,0.00059,0.009559999999999999,0.00173,0.00958,0.00972,0.00128,0.00116,0.00099,0.00968
chrB3,38700000,38800000,0.00073,0.00759,0.00023999999999999998,0.007520000000000001,0.00757,0.0011099999999999999,0.00132,0.00108,0.00759
chrB3,38800000,38900000,0.00091,0.01009,0.00116,0.01006,0.01052,0.0017,0.00224,0.00182,0.01052
chrB3,38900000,39000000,0.0006,0.009340000000000001,0.00196,0.00928,0.00912,0.00121,0.00203,0.0017699999999999999,0.00911
chrB3,39000000,39100000,0.00125,0.00883,0.0022199999999999998,0.00913,0.00873,0.0022,0.00253,0.00199,0.00872
chrB3,39100000,39200000,0.00033999999999999997,0.01022,0.0016899999999999999,0.01013,0.0102,0.00114,0.0008,0.00063,0.010209999999999999
chrB3,39200000,39300000,0.00091,0.00807,0.00165,0.00834,0.00817,0.0015300000000000001,0.00137,0.00131,0.00818
chrB3,39300000,39400000,0.00061,0.00598,0.0011,0.00577,0.00588,0.00121,0.0012699999999999999,0.001,0.0059
chrB3,39400000,39500000,0.00025,0.00581,0.0010199999999999999,0.005529999999999999,0.00581,0.00039,0.00049,0.00037,0.00583
chrB3,39500000,39600000,0.00061,0.00658,0.00165,0.00632,0.00658,0.00075,0.00107,0.0010199999999999999,0.00662
chrB3,39600000,39700000,0.00041,0.00579,0.0006900000000000001,0.0055,0.00591,0.00072,0.00079,0.00064,0.00592
chrB3,39700000,39800000,0.00056,0.006409999999999999,0.00084,0.006509999999999999,0.00618,0.00042,0.0008300000000000001,0.0007099999999999999,0.00621
chrB3,39800000,39900000,0.00015,0.00606,0.00086,0.00594,0.0060799999999999995,0.00062,0.00042,0.00033,0.0060799999999999995
chrB3,39900000,40000000,0.0002,0.00683,0.0007,0.006520000000000001,0.00692,0.00042,0.00031,0.00027,0.0069099999999999995
chrB3,40000000,40100000,0.00033999999999999997,0.00518,0.00044,0.00526,0.00528,0.00045,0.00058,0.00054,0.005229999999999999
chrB3,40100000,40200000,0.00018999999999999998,0.00606,0.00057,0.00592,0.0061600000000000005,0.00045999999999999996,0.00066,0.00047000000000000004,0.0061600000000000005
chrB3,40200000,40300000,0.00013000000000000002,0.00519,0.00028,0.00543,0.00518,0.00035,0.00033,0.00022,0.00521
chrB3,40300000,40400000,0.00027,0.00572,0.00062,0.00586,0.00585,0.00044,0.00064,0.00047000000000000004,0.00584
chrB3,40400000,40500000,0.0005,0.005529999999999999,0.00093,0.00534,0.00554,0.00059,0.00126,0.0008900000000000001,0.00555
chrB3,40500000,40600000,0.00047999999999999996,0.00479,0.00073,0.0047799999999999995,0.0049,0.00086,0.0007599999999999999,0.0007,0.0049
chrB3,40600000,40700000,0.00016,0.00519,0.00037999999999999997,0.00483,0.00512,0.001,0.0005200000000000001,0.00047999999999999996,0.00514
chrB3,40700000,40800000,2e-05,0.006509999999999999,0.00058,0.00621,0.00643,0.001,9e-05,8e-05,0.00643
chrB3,40800000,40900000,0.00013000000000000002,0.0046,0.00057,0.004520000000000001,0.0045899999999999995,0.00033,0.00014,0.00014,0.0045899999999999995
chrB3,40900000,41000000,0.0005,0.00617,0.00063,0.00602,0.00628,0.00011,0.00065,0.00043,0.0063
chrB3,41000000,41100000,0.00093,0.00785,0.0012900000000000001,0.007909999999999999,0.00784,0.00047000000000000004,0.00131,0.00107,0.00783
chrB3,41100000,41200000,0.00043,0.0049299999999999995,0.00047999999999999996,0.00494,0.00494,0.0006900000000000001,0.00055,0.00058,0.0049299999999999995
chrB3,41200000,41300000,0.00033,0.0059,0.00037,0.00589,0.00602,0.00029,0.00039,0.0004,0.00599
chrB3,41300000,41400000,5.9999999999999995e-05,0.00632,0.00055,0.00609,0.00619,0.00053,0.00023999999999999998,0.00023999999999999998,0.00621
chrB3,41400000,41500000,0.00027,0.007509999999999999,0.00086,0.007209999999999999,0.00748,0.00086,0.00066,0.00058,0.00746
chrB3,41500000,41600000,0.0006900000000000001,0.009559999999999999,0.00137,0.0094,0.00965,0.0017800000000000001,0.0017,0.0015199999999999999,0.00967
chrB3,41600000,41700000,0.00054,0.00645,0.0013,0.0065,0.0065,0.0011099999999999999,0.00225,0.00195,0.00648
chrB3,41700000,41800000,0.00039,0.00586,0.00062,0.0059299999999999995,0.00599,0.00053,0.00078,0.00072,0.00599
chrB3,41800000,41900000,0.00044,0.00898,0.00135,0.00893,0.00896,0.00114,0.0010199999999999999,0.00098,0.009000000000000001
chrB3,41900000,42000000,0.00098,0.010620000000000001,0.00099,0.01061,0.0106,0.00155,0.0011099999999999999,0.00114,0.0106
chrB3,42000000,42100000,0.00079,0.00909,0.0015300000000000001,0.00893,0.00922,0.0008900000000000001,0.00125,0.00116,0.0092
chrB3,42100000,42200000,0.00029,0.01042,0.00119,0.01098,0.01091,0.00105,0.00066,0.00065,0.010879999999999999
chrB3,42200000,42300000,0.00078,0.008879999999999999,0.00196,0.00894,0.00914,0.00131,0.00193,0.00158,0.00914
chrB3,42300000,42400000,0.0005099999999999999,0.00999,0.00114,0.009590000000000001,0.00958,0.00045999999999999996,0.00117,0.0010400000000000001,0.00957
chrB3,42400000,42500000,0.00047000000000000004,0.00884,0.00145,0.0091,0.00889,0.00081,0.00158,0.0012699999999999999,0.008879999999999999
chrB3,42500000,42600000,0.00035,0.00762,0.00029,0.00771,0.007670000000000001,0.00119,0.00119,0.00101,0.007670000000000001
chrB3,42600000,42700000,0.00025,0.008140000000000001,0.0008,0.0085,0.00861,0.00164,0.00072,0.0006,0.00861
chrB3,42700000,42800000,0.0004,0.006809999999999999,0.00123,0.00687,0.0068,0.00135,0.00141,0.0013,0.00683
chrB3,42800000,42900000,0.00016999999999999999,0.00916,0.0009599999999999999,0.00881,0.00919,0.0009599999999999999,0.00105,0.0009400000000000001,0.0092
chrB3,42900000,43000000,0.00058,0.0057,0.0012,0.00577,0.00589,0.0010400000000000001,0.0008900000000000001,0.00078,0.00589
chrB3,43000000,43100000,0.00018999999999999998,0.00633,0.00049,0.006520000000000001,0.00665,0.00057,0.00055,0.00049,0.00659
chrB3,43100000,43200000,0.0005,0.005229999999999999,0.00074,0.00534,0.00534,0.0008300000000000001,0.00067,0.00066,0.00534
